date,inflow_cms,outflow_cms,rainfall_mm,temperature_c
2023-01-07,1398.95,1209.99,0.71,6.29
2023-01-08,1959.42,1830.28,1.21,7.74
2023-01-09,1574.33,1478.35,0.0,8.01
2023-01-10,1440.27,1359.37,0.0,7.63
2023-01-11,1360.91,1146.41,0.0,7.32
2023-01-12,907.11,746.71,0.0,8.15
2023-01-13,1423.52,1194.07,0.0,7.42
2023-01-14,1235.48,1094.18,0.37,8.43
2023-01-15,1311.37,1051.89,0.95,7.66
2023-01-16,889.36,844.28,1.37,8.9
2023-01-17,1381.11,1215.38,0.0,6.82
2023-01-18,1216.15,1014.38,2.51,7.96
2023-01-19,1767.2,1550.32,0.84,9.29
2023-01-20,1147.5,977.72,0.18,6.87
2023-01-21,1658.77,1447.49,0.22,8.36
2023-01-22,1641.56,1371.92,1.36,7.45
2023-01-23,1306.3,1096.15,0.0,5.1
2023-01-24,1447.85,1345.8,0.56,8.47
2023-01-25,1352.38,1257.98,0.0,9.63
2023-01-26,1455.49,1264.36,0.0,7.76
2023-01-27,1549.41,1296.23,0.27,7.25
2023-01-28,988.43,868.75,0.0,7.4
2023-01-29,1019.69,928.4,1.24,6.43
2023-01-30,994.73,843.64,0.42,6.01
2023-01-31,1150.39,1088.54,0.0,6.68
2023-02-01,769.08,643.13,0.73,17.05
2023-02-02,1589.85,1416.71,1.28,17.26
2023-02-03,1147.52,1045.31,0.62,16.34
2023-02-04,1427.15,1148.22,0.16,16.86
2023-02-05,1601.27,1510.0,0.15,16.66
2023-02-06,1601.65,1412.21,0.0,16.62
2023-02-07,1129.88,973.58,0.0,16.32
2023-02-08,1056.47,903.28,1.06,17.29
2023-02-09,1283.19,1123.93,0.0,16.11
2023-02-10,1423.68,1319.36,0.81,18.39
2023-02-11,1038.7,940.26,0.18,16.83
2023-02-12,1295.03,1100.01,0.41,18.05
2023-02-13,1490.05,1257.74,1.25,16.41
2023-02-14,1724.86,1559.17,0.18,18.08
2023-02-15,1701.02,1430.9,0.84,18.56
2023-02-16,784.15,695.46,0.25,17.17
2023-02-17,1538.83,1242.88,0.76,19.28
2023-02-18,1288.16,1090.47,0.0,17.02
2023-02-19,963.97,838.27,0.0,16.15
2023-02-20,1401.05,1143.16,1.07,17.65
2023-02-21,1445.44,1295.97,0.17,17.28
2023-02-22,1369.15,1228.07,1.46,18.72
2023-02-23,676.91,549.8,0.58,16.68
2023-02-24,864.44,762.28,0.06,17.4
2023-02-25,1107.07,902.98,0.1,17.44
2023-02-26,707.09,576.99,2.13,17.89
2023-02-27,1390.3,1127.94,0.84,18.11
2023-02-28,1148.13,963.29,0.18,17.58
2023-03-01,2740.23,2484.16,4.24,23.96
2023-03-02,2929.74,2464.68,0.93,22.19
2023-03-03,3288.83,2643.22,2.64,23.42
2023-03-04,3232.02,2991.1,3.89,24.92
2023-03-05,3328.42,3153.26,2.7,22.72
2023-03-06,2749.93,2216.42,3.69,24.67
2023-03-07,2617.45,2115.59,1.25,25.44
2023-03-08,2376.62,2232.32,0.0,22.2
2023-03-09,3216.37,3042.31,0.51,23.63
2023-03-10,2659.66,2269.47,0.0,24.71
2023-03-11,3306.18,2801.49,0.02,24.51
2023-03-12,2940.15,2369.67,0.31,24.59
2023-03-13,2905.83,2524.87,1.75,24.56
2023-03-14,2890.67,2668.64,0.88,23.12
2023-03-15,2194.82,1819.23,2.62,22.01
2023-03-16,3020.75,2438.7,3.36,23.38
2023-03-17,3271.58,2662.09,3.19,21.56
2023-03-18,2992.3,2477.59,4.99,23.1
2023-03-19,2605.79,2413.09,2.25,22.96
2023-03-20,3307.06,2807.73,2.58,24.68
2023-03-21,2116.54,1877.61,3.49,24.99
2023-03-22,3137.24,2606.68,4.33,22.72
2023-03-23,2662.81,2473.19,2.77,22.78
2023-03-24,2842.98,2352.89,2.77,25.46
2023-03-25,3297.29,3050.55,3.41,24.57
2023-03-26,2615.53,2343.69,3.51,23.79
2023-03-27,2767.62,2283.22,2.16,23.13
2023-03-28,2461.94,2056.48,3.11,24.45
2023-03-29,2795.31,2554.48,1.08,23.22
2023-03-30,3152.46,2591.3,2.0,22.35
2023-03-31,3070.2,2729.57,2.94,22.71
2023-04-01,2477.93,2148.85,4.15,26.23
2023-04-02,2782.1,2373.64,0.0,24.96
2023-04-03,2166.56,2030.71,2.83,26.5
2023-04-04,2682.28,2510.74,2.59,25.26
2023-04-05,3063.11,2761.46,1.86,25.07
2023-04-06,2563.73,2106.31,0.85,25.72
2023-04-07,2728.83,2508.72,0.17,24.86
2023-04-08,3016.66,2656.44,4.69,24.74
2023-04-09,3272.05,2926.23,4.29,26.97
2023-04-10,2755.79,2614.53,4.44,26.25
2023-04-11,3000.33,2703.73,0.24,24.91
2023-04-12,3117.72,2859.28,1.64,26.14
2023-04-13,2712.45,2426.55,3.53,24.28
2023-04-14,2026.68,1905.95,4.14,25.23
2023-04-15,2948.08,2470.28,3.17,25.87
2023-04-16,2704.91,2456.48,2.47,26.72
2023-04-17,3149.13,2532.59,0.07,27.45
2023-04-18,2229.55,1862.24,2.56,25.7
2023-04-19,2371.92,2109.6,5.44,25.76
2023-04-20,2973.72,2674.65,0.63,25.16
2023-04-21,3380.85,2773.52,2.03,25.49
2023-04-22,2460.27,2269.34,1.43,25.5
2023-04-23,2500.26,2128.55,1.56,26.03
2023-04-24,2841.69,2693.71,0.0,25.7
2023-04-25,2573.44,2085.8,3.66,26.73
2023-04-26,2854.67,2474.66,4.46,25.99
2023-04-27,3208.61,2650.61,3.84,27.36
2023-04-28,2248.48,1979.16,1.61,25.39
2023-04-29,2796.75,2579.75,2.32,27.37
2023-04-30,2673.96,2303.99,3.85,26.23
2023-05-01,3454.03,2979.47,4.62,22.86
2023-05-02,2532.08,2217.86,0.25,24.74
2023-05-03,3376.78,2774.3,0.98,22.42
2023-05-04,3709.58,3202.86,1.52,23.6
2023-05-05,2618.55,2382.44,5.45,24.26
2023-05-06,2570.93,2148.03,0.0,24.0
2023-05-07,3238.43,2792.64,2.85,24.19
2023-05-08,2641.91,2306.88,0.8,25.54
2023-05-09,3009.29,2569.37,0.0,23.58
2023-05-10,2871.27,2691.85,7.54,22.99
2023-05-11,2709.74,2459.91,4.78,23.35
2023-05-12,3855.27,3226.37,1.68,22.21
2023-05-13,2700.55,2546.19,3.25,25.8
2023-05-14,3022.69,2588.55,0.0,23.71
2023-05-15,2898.43,2513.03,0.4,22.9
2023-05-16,3075.03,2887.41,1.35,22.43
2023-05-17,2543.33,2232.01,5.33,22.35
2023-05-18,3183.02,3007.56,0.15,23.79
2023-05-19,2992.1,2503.85,0.0,24.52
2023-05-20,3092.76,2888.24,4.07,25.15
2023-05-21,2707.48,2266.82,0.85,24.49
2023-05-22,3252.09,2738.88,0.65,22.84
2023-05-23,2222.56,1784.6,1.03,22.32
2023-05-24,2301.08,1895.98,1.41,23.86
2023-05-25,3004.06,2423.46,4.55,22.09
2023-05-26,3183.78,2934.3,4.57,22.96
2023-05-27,3030.95,2609.55,1.74,23.5
2023-05-28,3422.52,2841.16,2.98,24.14
2023-05-29,2963.85,2499.63,2.71,23.71
2023-05-30,2328.96,1869.09,5.75,24.57
2023-05-31,3089.13,2779.88,2.22,21.56
2023-06-01,5556.17,5015.37,7.26,17.0
2023-06-02,5296.33,4622.61,12.12,17.41
2023-06-03,4019.06,3584.87,12.81,16.88
2023-06-04,4104.56,3669.58,12.2,17.77
2023-06-05,4187.8,3823.55,0.0,17.13
2023-06-06,4569.32,4029.86,5.48,16.83
2023-06-07,4086.74,3348.41,15.51,16.63
2023-06-08,4232.62,3781.72,13.77,18.18
2023-06-09,4205.01,3512.67,15.97,15.74
2023-06-10,4835.97,3960.76,14.31,17.26
2023-06-11,5011.6,4130.21,10.8,15.97
2023-06-12,5014.71,4091.35,16.78,18.36
2023-06-13,4513.28,4253.95,12.14,17.74
2023-06-14,3339.84,3096.8,16.7,13.72
2023-06-15,4091.04,3783.35,19.25,16.97
2023-06-16,3654.66,3193.41,6.13,15.49
2023-06-17,4709.32,4003.43,11.6,18.45
2023-06-18,4367.2,4115.61,9.6,16.12
2023-06-19,4239.7,3414.12,0.65,16.61
2023-06-20,4743.09,4187.0,0.3,16.25
2023-06-21,3478.03,2917.14,11.4,17.38
2023-06-22,4368.63,3992.61,2.42,17.66
2023-06-23,4034.85,3697.45,11.66,16.66
2023-06-24,4878.24,4052.59,0.52,16.64
2023-06-25,4707.41,4276.23,9.95,17.87
2023-06-26,4813.8,3942.48,10.32,16.97
2023-06-27,3835.75,3382.07,16.08,16.8
2023-06-28,4961.75,4459.8,5.7,16.62
2023-06-29,4572.66,3863.94,12.3,18.49
2023-06-30,4265.75,3653.17,7.45,17.25
2023-07-01,5300.65,4982.5,10.81,7.12
2023-07-02,5083.19,4422.15,15.19,7.19
2023-07-03,4356.52,3595.07,13.78,8.39
2023-07-04,3187.59,2848.95,27.29,8.11
2023-07-05,4808.38,3892.08,8.18,8.06
2023-07-06,4935.37,4049.02,17.69,7.72
2023-07-07,4634.36,3966.3,5.72,7.17
2023-07-08,4462.06,3842.33,1.89,7.47
2023-07-09,4575.46,4022.06,12.27,9.26
2023-07-10,3877.73,3217.17,13.4,8.87
2023-07-11,3658.33,3459.01,10.11,7.76
2023-07-12,4159.31,3412.06,17.81,8.45
2023-07-13,4100.54,3857.06,19.24,8.61
2023-07-14,4073.81,3407.81,14.85,7.58
2023-07-15,4749.98,4086.79,13.21,7.58
2023-07-16,4613.75,3753.57,15.82,6.99
2023-07-17,3656.39,2992.75,11.97,7.34
2023-07-18,3655.75,3348.39,5.28,7.57
2023-07-19,4688.94,3857.65,3.74,6.55
2023-07-20,4822.26,3995.52,17.57,7.19
2023-07-21,4362.74,4135.4,6.62,8.3
2023-07-22,4240.87,3760.74,19.95,8.11
2023-07-23,4928.29,4565.93,9.47,6.87
2023-07-24,5175.56,4813.39,19.76,8.1
2023-07-25,4050.49,3609.02,17.19,8.81
2023-07-26,4723.7,4289.2,8.99,7.93
2023-07-27,4071.22,3268.01,8.99,6.99
2023-07-28,5048.27,4507.79,0.0,8.97
2023-07-29,4735.68,4393.43,9.8,7.72
2023-07-30,4501.57,4263.95,19.38,7.71
2023-07-31,4202.94,3947.64,3.64,9.28
2023-08-01,4541.42,4035.64,7.63,-2.26
2023-08-02,4893.51,4057.9,18.14,-1.4
2023-08-03,4620.1,4224.29,19.52,-1.92
2023-08-04,4834.9,4181.31,18.35,-0.8
2023-08-05,4474.24,3675.22,15.02,-0.48
2023-08-06,4435.99,4135.17,16.8,-1.39
2023-08-07,4172.16,3791.17,10.59,0.03
2023-08-08,4155.63,3809.41,7.64,-3.83
2023-08-09,3995.78,3422.1,0.0,-0.56
2023-08-10,3377.57,2967.66,8.94,0.14
2023-08-11,3901.02,3283.21,17.32,-0.86
2023-08-12,4640.48,3732.78,23.15,-0.03
2023-08-13,4596.3,4053.3,26.35,-1.67
2023-08-14,4387.69,3544.84,6.74,-3.4
2023-08-15,4855.71,4061.65,30.68,-1.71
2023-08-16,4760.75,4013.04,10.97,-2.36
2023-08-17,4866.41,4368.32,4.35,-1.31
2023-08-18,5113.9,4842.87,10.96,-1.33
2023-08-19,5299.16,4245.18,16.4,-1.56
2023-08-20,4510.93,4264.02,16.72,-0.87
2023-08-21,3447.63,3246.81,24.25,-1.47
2023-08-22,4594.6,3999.47,2.44,-1.21
2023-08-23,5638.54,4812.58,4.59,-0.99
2023-08-24,3868.98,3291.55,14.95,-0.01
2023-08-25,4865.5,4598.77,15.23,-0.77
2023-08-26,4950.75,4143.77,9.18,-0.97
2023-08-27,5592.55,4941.51,7.88,-1.87
2023-08-28,4981.34,4294.16,6.95,-0.87
2023-08-29,4914.03,4661.43,18.43,-1.01
2023-08-30,3599.25,3342.06,8.01,-2.91
2023-08-31,4864.53,4040.12,14.11,-1.33
2023-09-01,4870.27,4583.43,12.78,-9.57
2023-09-02,4430.74,4113.88,9.46,-8.86
2023-09-03,4280.53,4012.2,0.59,-8.84
2023-09-04,4515.7,4282.04,21.65,-8.28
2023-09-05,4472.77,3683.48,9.38,-9.21
2023-09-06,4804.76,4363.77,2.67,-6.04
2023-09-07,4542.69,3712.34,22.45,-5.53
2023-09-08,4542.23,3816.97,5.58,-7.5
2023-09-09,4287.95,3741.8,14.95,-7.55
2023-09-10,4542.26,4206.88,7.72,-6.96
2023-09-11,4361.47,3754.61,14.71,-8.8
2023-09-12,4442.45,3730.7,9.92,-7.28
2023-09-13,4564.92,3689.84,16.84,-8.19
2023-09-14,4116.57,3870.01,12.41,-6.88
2023-09-15,5095.37,4816.87,14.9,-6.53
2023-09-16,4700.12,4124.68,13.21,-7.51
2023-09-17,3987.54,3478.62,13.48,-8.58
2023-09-18,4480.05,4222.79,3.57,-8.82
2023-09-19,3550.74,2999.8,16.49,-6.04
2023-09-20,3809.7,3599.8,9.38,-7.91
2023-09-21,4031.44,3273.57,8.1,-6.98
2023-09-22,4363.14,3545.99,11.91,-7.0
2023-09-23,4833.44,4434.33,9.98,-7.45
2023-09-24,4696.32,4115.25,14.72,-7.01
2023-09-25,4274.66,3555.53,9.33,-8.15
2023-09-26,4212.95,3412.48,15.22,-8.01
2023-09-27,5029.01,4703.36,13.15,-6.39
2023-09-28,4437.86,3995.83,10.73,-7.69
2023-09-29,4994.97,4599.1,4.67,-7.17
2023-09-30,4065.36,3593.25,11.93,-8.76
2023-10-01,2002.74,1758.96,0.0,-10.67
2023-10-02,1972.41,1803.08,3.03,-10.88
2023-10-03,2421.25,2146.54,1.02,-10.55
2023-10-04,1875.61,1696.59,1.01,-12.06
2023-10-05,2327.29,1863.88,6.11,-12.0
2023-10-06,2065.6,1937.54,2.11,-10.79
2023-10-07,1581.69,1488.83,4.98,-9.82
2023-10-08,1889.32,1701.09,3.43,-10.8
2023-10-09,1263.51,1067.98,2.54,-8.56
2023-10-10,2308.83,2106.46,2.33,-10.59
2023-10-11,1895.37,1681.65,3.53,-10.16
2023-10-12,2714.51,2320.65,4.65,-9.89
2023-10-13,2416.46,2044.94,4.45,-9.94
2023-10-14,2108.12,1764.86,4.01,-10.84
2023-10-15,2192.71,1992.78,3.06,-12.33
2023-10-16,1932.54,1686.65,1.14,-8.68
2023-10-17,2050.81,1853.79,3.89,-10.47
2023-10-18,2542.28,2190.95,4.01,-9.6
2023-10-19,1739.17,1479.51,7.42,-9.61
2023-10-20,2053.97,1669.49,4.68,-8.42
2023-10-21,1907.1,1781.64,2.95,-8.54
2023-10-22,1820.05,1701.37,0.0,-9.69
2023-10-23,2198.33,1817.47,2.2,-9.18
2023-10-24,1859.97,1558.06,0.03,-10.82
2023-10-25,1879.74,1628.38,4.22,-11.73
2023-10-26,2375.76,2219.02,1.44,-10.77
2023-10-27,2350.82,1926.61,1.68,-9.54
2023-10-28,2327.63,1948.12,1.9,-9.64
2023-10-29,2290.43,2013.6,3.72,-11.61
2023-10-30,1640.08,1524.72,4.4,-8.89
2023-10-31,1672.07,1355.9,4.22,-12.08
2023-11-01,1807.68,1629.72,4.32,-7.31
2023-11-02,2407.2,2054.14,4.65,-6.36
2023-11-03,1818.45,1610.57,4.82,-8.28
2023-11-04,2417.8,2230.89,2.23,-9.46
2023-11-05,2023.87,1819.91,4.52,-6.82
2023-11-06,1705.86,1470.9,3.57,-7.33
2023-11-07,1961.29,1636.91,1.3,-6.61
2023-11-08,1775.95,1444.64,6.81,-9.02
2023-11-09,1802.99,1702.44,2.48,-7.77
2023-11-10,2411.44,2132.86,1.03,-8.04
2023-11-11,2325.26,2026.62,3.42,-9.2
2023-11-12,1790.81,1455.87,0.0,-7.05
2023-11-13,2076.85,1972.76,5.39,-8.59
2023-11-14,1707.13,1438.73,2.41,-7.89
2023-11-15,1895.84,1548.76,4.54,-7.25
2023-11-16,2274.48,1917.59,2.5,-8.79
2023-11-17,1901.15,1803.04,6.35,-7.75
2023-11-18,1853.91,1570.98,4.24,-11.17
2023-11-19,2184.13,2054.85,3.75,-7.18
2023-11-20,2106.51,1781.11,5.55,-7.39
2023-11-21,1510.4,1314.21,1.19,-8.22
2023-11-22,1912.21,1561.48,1.62,-7.55
2023-11-23,1942.93,1680.61,0.01,-6.95
2023-11-24,2241.28,1899.42,0.0,-8.4
2023-11-25,1671.13,1395.96,2.86,-7.75
2023-11-26,2556.02,2415.1,3.89,-7.57
2023-11-27,2182.62,1810.67,1.89,-6.93
2023-11-28,1678.05,1364.84,4.37,-7.74
2023-11-29,2252.69,2107.65,3.05,-7.99
2023-11-30,1690.96,1598.3,0.84,-7.21
2023-12-01,967.32,860.77,0.0,0.09
2023-12-02,930.88,833.22,0.87,-1.25
2023-12-03,826.81,710.17,0.75,-0.69
2023-12-04,986.55,801.51,0.5,-0.41
2023-12-05,917.12,851.44,1.42,-2.33
2023-12-06,1229.07,1032.22,0.97,-1.67
2023-12-07,1122.64,952.28,1.02,-0.32
2023-12-08,1286.69,1127.78,0.0,-1.4
2023-12-09,1531.49,1438.84,0.43,-1.17
2023-12-10,698.44,579.66,0.0,-1.42
2023-12-11,1326.76,1113.65,0.22,-0.58
2023-12-12,1389.88,1315.77,0.0,-1.53
2023-12-13,1149.51,969.94,0.0,-1.42
2023-12-14,1018.44,877.68,0.67,-0.23
2023-12-15,1379.99,1231.41,0.0,-1.1
2023-12-16,1179.43,1056.44,1.57,0.01
2023-12-17,1142.84,987.49,0.28,-2.98
2023-12-18,1232.77,1043.55,0.49,0.59
2023-12-19,1373.38,1237.35,0.7,-0.91
2023-12-20,1153.21,962.13,0.07,-0.61
2023-12-21,1257.54,1090.3,1.81,-0.38
2023-12-22,767.29,723.86,1.45,0.04
2023-12-23,703.92,663.84,1.1,-2.37
2023-12-24,1541.82,1342.34,1.63,-2.21
2023-12-25,1407.72,1138.99,0.0,0.21
2023-12-26,738.58,682.59,1.77,-1.41
2023-12-27,1341.35,1261.17,0.0,-0.7
2023-12-28,1372.26,1194.69,0.0,-2.76
2023-12-29,1243.22,1167.73,0.39,0.8
2023-12-30,1514.72,1352.99,0.3,-0.33
2023-12-31,1426.15,1215.93,1.0,-0.39
2024-01-01,736.35,678.09,0.0,7.22
2024-01-02,1085.91,950.87,0.01,7.62
2024-01-03,1435.43,1309.33,0.32,7.36
2024-01-04,1628.88,1537.56,0.67,8.46
2024-01-05,1625.24,1540.15,0.04,7.99
2024-01-06,1036.09,932.49,0.22,8.65
2024-01-07,893.03,826.42,0.0,10.14
2024-01-08,1208.69,1064.44,0.0,9.13
2024-01-09,1462.24,1202.82,1.81,6.82
2024-01-10,1256.84,1143.01,1.01,9.05
2024-01-11,1290.99,1126.48,1.12,8.05
2024-01-12,1038.62,955.94,0.48,8.4
2024-01-13,1236.96,1134.02,2.11,8.23
2024-01-14,1368.28,1101.66,0.0,6.78
2024-01-15,1297.85,1122.47,0.12,6.88
2024-01-16,1132.96,991.97,0.65,8.3
2024-01-17,981.4,893.81,1.17,10.04
2024-01-18,1591.88,1376.84,0.0,10.19
2024-01-19,1241.57,1009.24,0.0,8.95
2024-01-20,1111.53,948.7,0.81,9.16
2024-01-21,1379.95,1117.82,0.0,8.69
2024-01-22,1246.53,1131.91,1.28,7.83
2024-01-23,1492.16,1396.98,0.56,6.62
2024-01-24,1464.88,1371.31,1.91,8.09
2024-01-25,1037.94,905.39,0.32,8.97
2024-01-26,1257.9,1067.55,0.24,7.92
2024-01-27,1343.45,1107.44,2.1,7.54
2024-01-28,1728.98,1608.0,0.42,9.49
2024-01-29,1577.91,1325.0,0.78,7.53
2024-01-30,1337.85,1221.55,0.74,7.7
2024-01-31,934.5,762.17,1.57,8.58
2024-02-01,1496.6,1313.64,0.05,15.07
2024-02-02,1200.7,1034.57,1.78,17.56
2024-02-03,1661.95,1506.84,1.25,15.32
2024-02-04,1226.12,1144.0,0.41,15.38
2024-02-05,1644.62,1339.58,0.0,17.25
2024-02-06,1296.96,1135.12,0.0,17.66
2024-02-07,1178.09,1080.32,0.0,16.27
2024-02-08,1481.38,1269.53,0.63,17.75
2024-02-09,1924.35,1701.1,0.54,18.28
2024-02-10,415.29,365.98,0.86,16.53
2024-02-11,1389.93,1306.35,0.1,16.85
2024-02-12,1427.16,1165.84,0.55,15.88
2024-02-13,1158.95,993.77,0.0,16.79
2024-02-14,1655.94,1451.21,0.07,16.24
2024-02-15,1382.91,1223.69,0.0,17.29
2024-02-16,1335.0,1128.53,0.07,16.62
2024-02-17,1273.76,1020.79,0.99,16.41
2024-02-18,1281.26,1115.99,0.0,17.55
2024-02-19,1543.43,1387.99,0.74,18.28
2024-02-20,1233.92,995.85,0.0,17.27
2024-02-21,1514.18,1248.35,0.82,17.36
2024-02-22,1379.95,1291.07,0.33,17.38
2024-02-23,1438.99,1162.09,0.0,15.38
2024-02-24,1207.52,966.09,0.95,15.97
2024-02-25,1188.01,1036.81,0.0,15.63
2024-02-26,1023.38,822.3,0.58,17.33
2024-02-27,1555.71,1314.92,0.35,17.21
2024-02-28,1216.51,982.99,1.53,18.95
2024-02-29,1384.59,1150.83,0.0,20.09
2024-03-01,2912.08,2697.66,2.23,23.53
2024-03-02,2646.45,2159.29,2.4,22.34
2024-03-03,2789.41,2499.05,0.0,23.38
2024-03-04,2721.69,2289.5,0.0,24.56
2024-03-05,2529.47,2161.14,0.0,23.85
2024-03-06,2842.88,2463.1,1.36,22.03
2024-03-07,3933.4,3261.06,1.22,23.77
2024-03-08,3079.03,2550.58,0.33,22.18
2024-03-09,2945.64,2459.93,0.0,23.86
2024-03-10,2982.93,2808.75,6.2,25.19
2024-03-11,2457.92,2065.06,7.63,21.2
2024-03-12,2149.78,1947.7,0.0,23.42
2024-03-13,2977.3,2624.99,1.99,22.99
2024-03-14,3004.05,2847.06,0.7,23.97
2024-03-15,3078.15,2854.8,5.83,21.41
2024-03-16,1878.32,1641.62,1.28,22.3
2024-03-17,2931.43,2623.6,2.58,24.26
2024-03-18,2887.59,2362.46,0.32,23.64
2024-03-19,2471.66,2010.4,5.12,21.88
2024-03-20,2300.07,2180.62,1.47,25.42
2024-03-21,3039.36,2876.39,0.7,23.31
2024-03-22,2561.24,2298.66,0.0,21.82
2024-03-23,2916.4,2442.44,2.63,24.25
2024-03-24,2873.72,2545.72,1.16,21.87
2024-03-25,2318.88,2192.73,3.32,22.48
2024-03-26,2943.34,2541.95,0.0,21.97
2024-03-27,2659.49,2344.37,1.88,24.9
2024-03-28,2431.42,1976.47,0.87,22.7
2024-03-29,3051.04,2631.12,0.19,25.16
2024-03-30,1910.57,1557.29,0.96,24.67
2024-03-31,2296.63,1995.81,0.0,24.55
2024-04-01,2573.32,2067.55,0.8,25.84
2024-04-02,2887.03,2364.8,0.5,25.07
2024-04-03,2545.78,2087.87,2.42,24.64
2024-04-04,3291.12,2759.29,2.98,27.77
2024-04-05,2473.04,2177.41,2.64,24.35
2024-04-06,2621.12,2489.63,3.96,26.27
2024-04-07,2208.49,1841.4,5.34,25.86
2024-04-08,2124.36,1816.84,3.43,25.77
2024-04-09,2240.37,2073.45,0.0,27.19
2024-04-10,3428.86,2762.82,4.04,25.47
2024-04-11,2815.02,2420.18,4.18,28.09
2024-04-12,2785.84,2286.44,0.0,25.33
2024-04-13,2729.55,2348.9,0.0,25.22
2024-04-14,3509.08,3232.29,2.2,26.47
2024-04-15,2706.03,2301.55,0.21,27.09
2024-04-16,2883.78,2596.31,1.2,26.49
2024-04-17,3300.91,2702.67,2.32,26.16
2024-04-18,2375.0,2016.47,1.77,26.61
2024-04-19,3068.96,2840.44,2.33,26.25
2024-04-20,2441.1,2040.47,0.87,26.85
2024-04-21,2841.17,2511.74,0.0,25.16
2024-04-22,3328.87,2936.53,4.71,27.79
2024-04-23,2271.65,1846.16,3.54,25.71
2024-04-24,2638.5,2388.35,4.48,26.0
2024-04-25,2559.55,2203.0,4.33,24.76
2024-04-26,2629.32,2493.6,2.27,25.35
2024-04-27,2513.37,2323.48,3.62,26.26
2024-04-28,2847.03,2476.14,5.47,25.02
2024-04-29,2474.98,2050.01,6.21,29.24
2024-04-30,3158.08,2840.91,3.21,26.8
2024-05-01,2935.18,2568.42,0.82,23.48
2024-05-02,2648.69,2415.46,0.0,23.73
2024-05-03,3461.32,3244.98,3.25,24.6
2024-05-04,3284.95,2960.62,2.19,22.55
2024-05-05,3436.16,3017.91,0.86,24.09
2024-05-06,3101.49,2563.39,3.88,22.37
2024-05-07,3145.41,2667.39,2.34,22.56
2024-05-08,3023.73,2514.78,0.0,24.73
2024-05-09,2423.18,2266.37,0.9,22.15
2024-05-10,2568.26,2341.39,0.0,23.04
2024-05-11,2776.51,2579.81,2.89,22.41
2024-05-12,2890.51,2594.49,2.28,25.55
2024-05-13,2741.06,2563.38,3.93,23.51
2024-05-14,3463.58,3281.88,0.0,24.56
2024-05-15,2672.9,2269.27,2.23,23.04
2024-05-16,2861.47,2431.97,1.91,23.17
2024-05-17,2146.43,1770.18,1.15,23.74
2024-05-18,3585.23,3186.45,0.77,22.56
2024-05-19,3128.09,2838.58,3.63,23.31
2024-05-20,3621.26,3234.58,1.29,23.7
2024-05-21,2800.79,2390.83,5.07,24.45
2024-05-22,2262.61,1926.27,3.5,23.98
2024-05-23,2936.49,2738.05,5.0,25.35
2024-05-24,3914.42,3697.97,5.08,24.07
2024-05-25,2819.73,2515.86,3.44,22.68
2024-05-26,2784.29,2357.61,3.52,24.41
2024-05-27,3146.87,2551.65,1.01,23.25
2024-05-28,3013.82,2717.61,3.33,23.73
2024-05-29,3482.93,2966.05,0.46,24.33
2024-05-30,3312.13,2665.14,1.11,23.45
2024-05-31,3419.46,3011.2,2.64,22.29
2024-06-01,4171.39,3934.12,7.41,16.91
2024-06-02,4632.13,4090.67,11.76,17.4
2024-06-03,4622.7,4074.26,16.22,16.88
2024-06-04,3928.33,3143.13,12.52,17.71
2024-06-05,4614.0,3745.66,15.75,15.9
2024-06-06,3933.29,3580.84,14.1,16.66
2024-06-07,3564.01,3247.69,4.96,17.35
2024-06-08,5020.48,4135.58,4.41,16.24
2024-06-09,4692.73,4280.98,2.79,16.55
2024-06-10,4775.98,4459.68,9.94,17.46
2024-06-11,3883.71,3522.52,10.78,16.23
2024-06-12,5085.91,4284.27,20.99,16.18
2024-06-13,4373.54,3963.81,12.19,18.82
2024-06-14,4098.9,3484.61,5.12,17.03
2024-06-15,4510.86,3629.55,0.0,18.16
2024-06-16,4491.72,3823.75,16.1,18.33
2024-06-17,5604.59,5032.02,9.82,15.57
2024-06-18,4113.49,3314.12,6.78,16.28
2024-06-19,4327.71,4016.91,13.9,16.43
2024-06-20,4420.73,3689.05,6.49,15.32
2024-06-21,4554.21,3903.74,0.36,17.89
2024-06-22,5289.72,4590.13,8.33,17.71
2024-06-23,3538.84,3296.38,3.94,16.6
2024-06-24,4421.49,3938.9,4.74,16.07
2024-06-25,5263.71,4557.99,13.17,18.05
2024-06-26,4469.45,4125.8,7.51,18.12
2024-06-27,4693.63,3764.51,5.76,16.98
2024-06-28,5041.5,4630.81,5.54,16.96
2024-06-29,3554.14,2966.65,1.22,15.42
2024-06-30,4350.59,3516.58,9.85,15.52
2024-07-01,5011.26,4015.36,4.42,6.63
2024-07-02,5645.96,5070.44,23.2,9.58
2024-07-03,3893.97,3633.75,24.96,6.14
2024-07-04,4261.72,3611.77,4.17,6.91
2024-07-05,4344.89,3763.67,20.53,8.02
2024-07-06,5099.65,4619.82,11.81,6.3
2024-07-07,4466.51,3721.37,13.16,8.96
2024-07-08,4914.66,3964.27,8.21,7.54
2024-07-09,5142.22,4432.27,18.26,7.98
2024-07-10,4184.3,3348.91,12.32,8.79
2024-07-11,3940.62,3573.39,22.6,6.94
2024-07-12,4197.55,3875.47,14.99,8.51
2024-07-13,5203.19,4257.68,4.65,7.16
2024-07-14,5818.94,4968.8,13.81,5.77
